0,1,P,0.7973886745472597
1,22,P,0.03594785010532624
1,9,P,0.03594785010419347
1,19,P,0.021302429688138197
1,5,P,0.015165499263255371
1,14,P,0.01516549926325343
1,7,P,0.009631089812192841
1,12,P,0.008146182503015572
1,3,P,0.008146182498482426
1,20,P,0.008146182298215968
1,21,P,0.006226876100361046
1,8,P,0.005570773429724384
1,13,P,0.005570773261918685
1,18,P,0.004232960926626948
1,11,P,0.004232960837438503
1,6,P,0.0039192592176140635
1,15,P,0.003648854337599583
1,17,P,0.003413359848953342
1,23,P,0.003023147507041229
1,16,P,0.0027130091370997284
1,4,P,0.0024605853122891086
